'Neg','@AskeBay, fantastic job you guys are doing, so awesome. Yet again you’ve haven''t to processed my payment'
'Neg','@AskeBay, fantastic job you guys are doing, so awesome, yet again you’ve haven''t to processed my payment'
'Neg','@AskeBay I did that yesterday!!! It seems it was the seller because I have purchased something else from someone else without problem'
'Pos','@AskeBay thanks.'
'Neg','@AskeBay Im really upset. I am a new person on eBay and I have been a target of shill bidding. How can I resolve this?'
'Neg*','@AskeBay I will try when I get out of work. I think it said there are long wait times.'
'Neg','@AskeBay Misleading to buyer when buyer is merely wanting to ask a question, Buyer knows how to open a case if  needed. Unfair to Seller!'
'Neg','@AskeBay Buyer knows how to open a case when necessary, doesn''t need to be mislead into opening a case. Arbitrary and unfair to Seller!'
'Neg','@AskeBay Not my account needing review. It''s my Seller who you banned. Will seek review though.'
'Neg','@AskeBay #ShoppingCartError 601 #ShoppingCartError 601 #ShoppingCartError 601 #ShoppingCartError 601 Go away! Sort it out pls'
'Neg','@AskeBay read your reviews in the iPhone App Store. Everyone literally Hates the new update. We want the old app back'
'Neutral','@AskeBay JUST started happening THIS week.'
'Neg*','@AskeBay hi, I sold an item which ended in bids. The buyer messaged me shortly after asking if I could cancel the transaction,' 
'Neg','@AskeBay what should I do in this situation? Seems like the buyer isn''t going to pay for the item, and I feel my time was wasted.'
'Neg','@AskeBay Yes this is still an issue. Buyers are asked for a US postal code instead of a US zip code, and then they get an error message.'
'Neg','@AskeBay yes, im still having trouble with this.'
'Neg','@AskeBay i buy and paid a ítems, but the seller not sending yet the ítems and dont answer my questions...... Please help'
'Neutral','@askebay How can I change my password if the only option is to send an e-mail or text to an account and phone number that are changed??'
'Neg*','@AskeBay Seller keeps pulling item b4 auction ends, no cancelled bids/item unavailable then relists. 3 times now!? http://t.co/6VOTbuk3sU'
'Neutral','@AskeBay It had got to £49ish but now look: http://t.co/BJnoAG67rX' ##
'Neutral','@AskeBay This has been going on for 2-3 weeks now.' ##
'Pos','@AskeBay noting anymore I actually figured it out! Thank you though!'
'Neg','@AskeBay spoke to your colleague few days about an issue with a seller it''s now to say that I haven''t received my order that was due for 1/2'
'Neutral','@AskeBay delivery on Tuesday 9th September 2014. I will contact seller to chase up he did mark it as despatched on Monday 8th September'
'Neutral','@AskeBay Are you going to include a create and print postage function on the mobile app? It''s the one thing that''s missing,it would be great' ##
'Neg*','@AskeBay sent an item 2 some1 &amp;have proof of postage. The item never got there. Why should I refund her, when I have proof &amp; she doesn''t?'
'Neg','@AskeBay I''ve been using you guys since the days of dial up and you restrict my selling so no. I want the restrictions lifted'
'Neutral','@AskeBay Is it normal that ebay.fr now translates my keywords in English when searching worldwide, returning thousands of unwanted results?'
'Neg','I''d be incredibly grateful if @AskeBay would look into the perpetually disappearing &amp; reappearing item I asked about...'
'Neg','@AskeBay Ordered some shoes and not received them would appreciate someone getting in touch to resolve this issue.'
'Neg','@AskeBay   I would like that M. I also wanted to get the Defects removed as well. This new system is AWFUL!!'
'Neg','@AskeBay Sellers with 100% ratings from customers should not be removed from Top Rated Status due to false claims from buyers..'
'Neg','@AskeBay Well I think it''s just the battery. I get the black plugin icon inside the charging icon. I''ve tried multiple chargers but now'
'Neg','@AskeBay it seems to be working. It doesn''t get a full charge, even overnight, and the phone has been ordered a few months now.'
'Neg','@AskeBay haven''t received a refund for an item that was incorrectly posted and with no return ad &amp; therefore lost when it wasn''t delivered'
'Neutral','@AskeBay apparently it''s cause I got business account I have to accept refunds' ##
'Neutral','@AskeBay Two quick ?s 1. Is there a way to view my oldest listings (created in ''08-''09?) 2. Auto add Global Shipping to active listings?'
'Neg','@AskeBay I gave up after spending 8 hours total on hold. Done with Ebay for good...you guys are impossible to get a hold of.'
'Neg','@AskeBay you guys are no where to be found when members have issues but when you have an issue with us you''re first in line. So done...'
'Neg','@AskeBay I can''t go on my eBay I forgot the password a while ago'
'Neutral','@AskeBay Does "MC999 unauthorized user of buyer" mean they were scammers? was this transaction cancelled then?'
'Neg','@AskeBay more issues with the site - cant list anything as the listings wont complete.'
'Neutral','@AskeBay yes that''s exactly what''s going!'
'Neutral','@AskeBay how do I price my flat rate shipping ? Like how to I make a price or base it of off?'
'Neg','@AskeBay I ordered a textbook 15 days ago and still haven''t gotten anything saying it''s been shipped. Unacceptable'
'Neg','. @AskeBay I have responded, unfortunately this case continues to get even more ridiculous.'
'Neg','@AskeBay I just sent email with email eBay sent me. I want to confirm @eBay has decided @Magpul_HQ and similar items sold wont be allowed?'
'Neg','@ebay @AskeBay I am baffled about how you let scammers continue scamming people on your website and don''t close their account. Bad support!'
'Neutral','@AskeBay Manufacturers such as @SmithWessonCorp  @rugerforum  @BushmasterLLC so we can let our fellow enthusiasts know. @NRA'
'Pos','@AskeBay i had an amazing customer service rep i spoke with ! Everything is great thank you ! I love @eBay'
'Neg','@AskeBay that did absolutely nothing! You guys have the worst CS .... Another company would look into it'
'Neg','@AskeBay just a whole bunch of new pages every time I click. Step it up with your CS'
'Neg','@AskeBay @HashtagDALEY don''t bother there customer service sucks!!!!! They don''t care about you'
'Neutral','@AskeBay Are you global or just US?'
'Neg','@AskeBay I really need an item # to get through to file a complaint? I don''t give a damn his username is popperjames1232012 kid is a SCAM'
'Neg','@AskeBay tell Pierre to suck a dick and get better customer service'
'Neutral','@askebay Is it possible to get the listing info of an item that sold 2 years ago? I have item number.'
'Neg','Annoys me when ppl don''t pay up on eBay then I relist &amp; it goes for half the price the first sale was! Cant even leave bad feedback @AskeBay'
'Neg','@AskeBay i bought an xbox live card on ebayand when i recieved it it didnt not work and it froze my xbox now he threats to ban my ebay acc..'
'Neutral','@AskeBay anything you can do to help?'
'Neutral','@eBay_UK @AskeBay Surely selling good reviews isn''t allowed?! http://t.co/9gkRuvI1eT'
'Neutral','@eBay @AskeBay no I haven''t, nowhere near!' ##
'Neg','@AskeBay why are watched items in iPhone app not in ''ending soonest'' order? Can''t see where to change it, was previously ES, is ES in web'
'Neg','@AskeBay can’t paste my new password in safari on iPhone. Why is page blocking me? Using password mgr, shouldn’t have to type 20-30 char pwd'
'Neg','@AskeBay how do cancel an order?! I really need a response because i just purchased a book that was falsely advertised.'
'Neutral','@AskeBay yes, on both.'
'Neutral','@AskeBay I wish I was able to give them negative feedback... #ebay'
'Neg*','@AskeBay I will - that''ll be 4 out of the last 5 auctions that ended this way. :-/'
'Neg','BUYER BEWARE! Adrienne Lidicky, fraudulent @eBay/@AskeBay "psychic," threatens buyers. http://t.co/RLbb284EZw'
'Neg','BUYER BEWARE! Adrienne Lidicky, fraudulent @eBay/@AskeBay "psychic," threatens buyers. http://t.co/Hc06VCWmtn'
'Neg','@AskeBay I won a auction &amp; then told the device is broken and he doesn''t know how to refund. How do I get a refund for the scam?'
'Neutral','@AskeBay Is there a way to start over without making a new ebay account due to shilling because I am a new ebay member as it is. 2/2'
'Neutral','@AskeBay Just got outbid by 1cent (my bid=1.99, winning bid=2.00). I thought the next bid has to be at least 5 cent higher. Right?'
'Neutral','@AskeBay can you explain, what''s wrong with our parcels to Russia? My friends and I feel nervous. Some trouble at customs?'
'Neutral','@AskeBay are we allowed to plug our twitter handle in our ebay auction descriptions?'
'Neutral','@AskeBay what does this mean ? http://t.co/rM4ELt2Gp0'
'Neutral','@AskeBay I wasn''t the buyer, a friend was. I''m chalking it up to water damage but it worked fine after the rice dried it out...'
'Neutral','@AskeBay get a refund and me a different BlackBerry or no? Or would you be able to give an opinion?'
'Pos','@AskeBay Thanks for fixing the problem!'
'Neutral','@AskeBay it corrected itself around 9 pm, last night.'
'Neutral','@AskeBay When do we get more free listing days? Real free listing days without a long list of exclusions.'
'Neutral','@AskeBay when will shipping labels be fixed? I''ve got things that need to go out! http://t.co/gxdlKNHekV'
'Neutral','Ƒ๏ℓℓ๏ω→ @AskeBay If ur having a problem with ur #eBay they really are here to help!'
'Neg','@AskeBay Is shipping down today when you ship from ebay using usps. I am getting 404 error message?'
'Neutral','@AskeBay Are there issues with printing labels today?'
'Pos','@AskeBay I just sent you guys an email, thank you for responding'
'Pos','@AskeBay OK.. Thanks..'
'Neg','@AskeBay  This is the error message.  I will also send a DM with my reference number from eBay customer service. http://t.co/SWaTnvrTye'
'Neg','ebay glitches showing up on item specifics and photos as either not there or non compliant (and I know they were there/compliant) @AskeBay'
'Neg','@AskeBay wrong.'
'Neutral','@AskeBay got any better ideas?'
'Neg','@AskeBay Been treated really badly during a dispute by eBay, still not resolved. Considering leaving. Perhaps a follow so I can DM you?'
'Neg','@AskeBay it''s Salmon1976 - since I tweeted you it''s been ended &amp; relisted AGAIN!'
'Neg','@AskeBay Item is 251643537831 but has had different numbers previously. Details now say brand new, before it said occasional use/similar'
'Pos','@AskeBay okay thank you.'
'Neg','@AskeBay that wasn''t helpful. I don''t have tracking info, but have proof I sent it! I don''t think I should have to refund the buyer'
'Neg','@AskeBay your app update from last week sucks now have go on my laptop because I can''t add tracking number on my phone because not on app!'
'Neg','@AskeBay on your app it''s says marked as shipped were add tracking number at?? eBay sucks!!'
'Neutral','@AskeBay   Call us. I will DM you my number.'
'Pos','@AskeBay Thanks for clearing that up!'
'Neutral','@AskeBay I need a native English speaking, US-based customer service representative to contact me immediately.'
'Neutral','@AskeBay if I sell an item pick up only &amp; the buyer then states they can''t pick up and want me to post it where do I stand?'
'Neg','@AskeBay I NEED TO MAKE A COMPLAINT AGAINST ANDREI IN RESOLUTIONS FOR ENDING MY CHAT SESSION ABRUPTLY AND RUDELY'
'Neutral','@AskeBay ABOUT 3 mins ago'
'Neg','@Donahoe_John @AskeBay I NEED TO MAKE A COMPLAINT AGAINST ANDREI IN RESOLUTIONS FOR ENDING MY CHAT SESSION ABRUPTLY AND RUDELY'
'Neg','@AskeBay the new app is shocking. Please please please go back to the last update. I love eBay but not now :('
'Neg','@AskeBay Can we leave feedback on items we purchase? Not the seller, the actual item.  It came as described, but the product itself was bad.'
'Neg','@AskeBay been holding for over an hour to speak to eBay customer service - any ideas? I used to have a personal ebay account manager..'
'Neg','@AskeBay my personal eBay account manager was taken away from me the same time eBay hiked their fees - more money / less service...'
'Neg','@AskeBay I don''t think the new eBay seller performance system matches sellers like us who sell large antiques which are difficult to ship?'
'Neg','@AskeBay is there a place I can leave bad feedback for eBay customer service and how they treat their customers?'
'Neg','@AskeBay yea I can''t even sell anything on my account but I can buy stuff. I had an issue were my paypal account was compromised.'
'Neg','@AskeBay I went on holiday after the latest expected delivery date and when I got back the post office had sent it back but with no return'
'Neg','@AskeBay There''s no ''report item'' on the App!!'
'Neg','@AskeBay address or proof of postage it has gone to Ireland w/ no way of getting it. Yet no refund?? No, I don''t think you do have my back'
'Neutral','@AskeBay paypal re-instated my privileges but Ebay hasn''t. Can you help me with increasing my selling limits? I''ve never had neg feedback.'
'Neg','@AskeBay now holding for 78 minutes - what''s record for holding waiting to get thu eBay customer service. Low Seller Standards Performance?!'
'Neg','@AskeBay no, I''d put it in my watch list, then I accidentally ended it, because I didn''t know what it meant..'
'Neg','@AskeBay I''ve been holding for eBay customer service for 91 minutes now?'
'Neg','@AskeBay still having issues, had to open new account to outbid myself so no one could buy my stuff for sale as cannot access it myself, SOS'
'Pos','@AskeBay I sure can. Thanks!'
'Neg','@AskeBay kept getting cut off the live chat whilst trying to resolve it talking to Pradeep also :(( don''t want to lose my 500 item rating!'
'Neg','@AskeBay Hi, how do I report a seller who has ''sold'' same item at least five times in two months'
'Neg','@AskeBay   WHY PHOTOS TAKE SOO LONG TO UPLOAD?. IT USED TO BE FAST.'
'Neg','@AskeBay I just emailed you all about an issue I''m having with someone'
'Neg','@AskeBay Please explain why I keep getting error code 80223 #HelpPlease #ErrorCodes #Annoyed'
'Neg','On the line with @eBay support for over 30 min now, mostly on hold as they''re escalating me up to "specialist" number three. @AskeBay'
'Neutral','@AskeBay what is your image size rules? replay soon as possible'
'Neg'*,'Still on hold with @eBay, going on an hour now. @AskeBay http://t.co/bc83Q2F3ww'
'Neg','@AskeBay I keep trying to contact you, but all the message I send came back with a "your email wasn''t read, call us" and I can''t call you'
'Neg','My ebay store is not showing my items…  Help Its the weekend  @AskeBay'
'Neg*','. @eBay @AskeBay At 1:15 of hold time, my call is obviously not very important. http://t.co/i0xdFEFiOq'
'Neg','@AskeBay need to report seller and item which has been listed twice so fake. Item: 26159122995 😒'
'Neg','@AskeBay Case pending since Ag. 26 http://t.co/jHb6BARyWy
Please help!!!'
'Neutral','@AskeBay Take it your offer of help was based on me not actually having a problem 😳'
'Neg','@AskeBay Had to hang up at 01:22:34 but still require @eBay support. I just couldn''t waste anymore time on the phone. http://t.co/KWgQxqavEV'
'Neg','@AskeBay your customer support is abysmal.  You''re losing a high volume customer due to it... #ebay #support #customerservice'
'Neutral','@AskeBay what security problems can arise from pasting a password? Do you have any articles that discuss this from a technical perspective?'
'Neg','@AskeBay I have and do for every auction I list. It doesn’t seem to matter.'
'Neg','@AskeBay very frustrated. I escalated a case and it was put on hold supposedly until yesterday. Still haven''t heard anything. Funds on hold.'
'Neutral','@AskeBay help, buyer filed a false chargeback on me!'
'Neutral','@AskeBay Can I choose another shipping option instead of the ones given to me by Ebay.ca ?'
'Pos','@AskeBay thanks for checking.... I will send it in sometime...'
'Neg','@AskeBay You totally screwed up my return claim on item 121413015909. I returned to seller, their refund failed, now you send prepaid label'
'Neg','@AskeBay Was on a call for 22 min, transferred to 4 people, and not one of them solved my simple problem of a listing error. Support? No.'
'Neg','@AskeBay i dunno, he said that ebay was handling shipping. Package itself was marked woth eBay logo, so its likely'
'Neg','@AskeBay please give me back the old notification center on the app :('
'Neg','@AskeBay why am i getting ''Your email/user ID or password is incorrect'' all morning? can access via mobile but not pc'
'Neg','@askebay why does it show that 2 items people have bought from me as ''paid'' nothing in PayPal, waiting for a call back for 1hr, sort it out!'
'Pos','@AskeBay Thank you very much I will do that'
'Neg','@AskeBay your app won''t let me add a postage service to an item I''m trying to sell? Can you help pls?'
'Neg','@AskeBay as I open the app I always get this http://t.co/oGeY5f17eD'
'Neg','@eBay @AskeBay still waiting, not far off three months now #whatajoke'
'Neg','@eBay @AskeBay yes on web &amp; iPhone. It has happened b4 &amp; also took months to fix. Is eBay so #broken that problems take #months 2 fix? #lame'
'Neg','@AskeBay why should I refund her when i have proof I''ve done as stated on the listing. SHE COULD BE LYING!!! ...'
'Neg','@AskeBay I will be contacting someone higher up to resolve this matter! Very upset with your service'
'Neutral','@AskeBay Has your policy for selling human remains on your UK site changed?Currently 4 examples listed for "use in medical research"...'
'Neg*','@AskeBay size I am using is image size 4320-3240 but when I upload to it changes to 1600-1200'
'Neg','Don''t have access to registered email or phone. eBay is making me change my password. Help? Anything that can be done? @AskeBay'
'Neutral','@AskeBay DM?'
'Neg','@askebay please can someone get in touch to help me get my listing showing as for charity?'
'Neg','@AskeBay I get the errorcode 80223 when I try request a total from seller and half my chart disappear when I try to check out. #StillAnnoyed'
'Pos','@AskeBay ok thanks and does Ebay.ca offer FedEx as a shipping option ?'
'Neg','@AskeBay When are going to get Real FREE listings Days again? Real Free, without all kinds of exclusions.'
'Neg','@AskeBay want to know why ipad app prevents me from biding within last few seconds of an auction. I''ve lost at least two items as a result.'
'Neg*','@AskeBay too late'
'Neg','@AskeBay honestly, this level of customer care is shit'
'Neg','@AskeBay taking monies from eBay sales including postage is going to bite you back very hard,ppi springs to mind just letting you know #ebay'
'Neg*','@AskeBay I live in chile so I don''t have any number to call, and I been trying to contact you for the warranty of a product I buy'
'Neg','@askebay sucks. Had an iPhone returned to me that the buyer icloud locked. Was on hold hour and 31 mins. They said there''s nothing we can do'
'Neutral','@AskeBay Thanks - I''ve actually deleted the offending listings (photos) and amended the listing with specifics missing, but you may get'
'Neutral','@AskeBay other peeps contacting you about it. No other listings (at the moment) seem to have been affected.'
'Neg','@AskeBay I will do - no-one likes to play "hunt the defective listing" at this time of year, so will help out all I can!'
'Neg','@AskeBay @eBay Thanks. Copy of the latest episode in this debacle forwarded. Been ongoing since August now, really fed up 😡'
'Neg','@AskeBay  this seller http://t.co/of44ZLLhc0 is selling my personal items. I have reported them. I DO NOT want them sold on your site. HELP!'
'Neg','@AskeBay I finally called in and solved the problem. At least part of it. They couldn''t relist.'
'Neg','@AskeBay Thanks, this has got me seriously reconsidering my future on eBay. If you need anything else, please ask by any means appropriate!'
'Neg','@AskeBay if they offer a 12 months warranty you should hold them the 12 months, anyone can lie on your web page then'
'Neutral','@AskeBay Another account linked to mine. When lady looked it up, The only thing in common is a ZIP Code. http://t.co/Q4yQbpOCam' ##
'Neutral','@eBay_UK @AskeBay how do I get into my acct, to edit my details &amp; change my email add, as the details that are on there are incorrect.'
'Neg*','@AskeBay While on the phone yesterday, I went to add this user to my blocked bidder/buyer list &amp; discovered they were already on it.'
'Neg*','@AskeBay that''s irrelevant. It happened on two separate occasions, both within last five seconds, on the ipad app. I haven''t tried since.'
'Neg','@AskeBay I''ve been using the same account for almost a decade, so there''s no telling when they were added.'
'Neg','@AskeBay happened twice on ipad app, within the last five seconds of the auction. I don''t know abt browser/desktop. Haven''t been back since.'
'Pos','@AskeBay Okay, thanks'
'Neutral','@AskeBay I do, haha'
'Neg','@AskeBay Still happening...'
'Neutral','@AskeBay when listing got a notification in French. No english option. I can sort of understand it but perhaps put a link to English too?'
'Neutral','@AskeBay the est delivery date says 2nd october, even though seller has sent it and is in same country.' ##
'Neg*','@AskeBay I know it is but I can see people bidding and id never be able to see their details to send the items to them. Can''t win, leaving.'
'Neg','@AskeBay  how do combine postage discount, in my shop? I can''t seem to find the option.'
'Neg','@AskeBay I made a payment on the 29/08/14 and it still says payment pending what does this mean???'
'Neutral','@AskeBay sent you the email. Hopefully you can help.'
'Neg','@AskeBay You customer service is shocking,finally got an answer &amp; they are making a song and dance about registered name, just deal with it!'
'Neutral','The Josordoni Daily is out! http://t.co/pBP7kIA5GB Stories via @WILTY_TV @monicashaw @AskeBay'
'Neg','@AskeBay I hope u''ll b offerin sellers no fees &amp; compensation for this as been down all afternoon &amp; we''re the ones who will be losin money!'
'Pos','@AskeBay yep, thanks'
'Neutral','@AskeBay I''ve FINALLY got someone &amp; I''m back in to my #eBay acct. Thank you.....'
'Neg','@AskeBay claim I''d 643650...Are u at least aware of this claim... 😑😑... No response from u guys past 5 days...  #poorservice'
'Neg','@AskeBay It is working better now. Still occasionally won''t load, but better than not at all.'
'Neg','@AskeBay @eBay Please remove listing 141405923809 as it is fake. See photo taken from p119 of Steven Jenkins ref book http://t.co/yEN7skxtMR'
'Pos','@AskeBay thanks!'
'Neutral','Discussion required to implement idea to avoid #flood.RT to spread #DrinkingWater #ClimateChange http://t.co/QfqdAEotlc @askebay'
'Neg','@AskeBay not on the app. It says "email/user ID or password is incorrect". Same  credentials I use on the main site and it works fine there.'
'Neutral','@AskeBay no not yet!'
'Neg','@AskeBay Cannot sign-in to boards, says "Sorry! We''re currently experiencing technical difficulties..." been like that for 2 days'
'Neutral','@AskeBay GOT IT'
'Neutral','@AskeBay did you get my email'
'Neg','@AskeBay doing a horrible job. Whats the point of feedback if sellers use 30 accounts. I got a card in an order that had 3 accts to email'
'Neg','@AskeBay I hope you can... I opened a case with ebay and then ebay turned around and told me I said one thing when I didn''t #liars'
'Neutral','@AskeBay I said I need a Pin or number that I can give direct call.'
'Neutral','@AskeBay I just re-sent the email'
'Pos','@AskeBay All set. Thank you'
'Neg','@AskeBay I''ve been in touch with ebay a lot and nothing being done'
'Pos','@AskeBay Resolved. Thanks'
'Neg','@AskeBay Ppl are creating fake accounts and asking me to email MY PayPal info. 3 times now. Wish signup rules were more strict.'
'Neutral','@AskeBay how long can I Expect a reply to my email'
'Neg','@AskeBay I am being charged a selling fee for an item that didn''t sell.  Need to correct this immediately.'
'Neg','@AskeBay hope u r right. process needs change. Hope for additional compensation for 5+ hrs pursuing issue &amp; inconvenience without phone.'
'Neg','@AskeBay I appealed and exactly the same sentence came back to me without anyone actually reading through the previous messages...'
'Neutral','@AskeBay yes'
'Neg','@AskeBay No I hav''nt!I have paid for the item,also emailed him through ebay!NO REPLY??'
'Neutral','@AskeBay finally working after another password reset'
'Neutral','@AskeBay will do'
'Neutral','@AskeBay "eBay will automatically credit all fees for certain listings that ended between 3:15AM PDT - 12:45PM PDT on 9/14" FVF? #ebaydown'
'Neg','@AskeBay Yes, it''s impossible to complete the payment'
'Neutral','@AskeBay I would like to have my selling limits lifted or increased, but I am from abroad and would like to be contacted here instead.'
'Neg','@AskeBay so I should see one today since it been 2 days'
'Neg','@AskeBay still on hold? Pick up the phone!!! Over an Hour+ now.'
'Neutral','@AskeBay yes... http://t.co/QdF4qiGJRD'
'Neg','@AskeBay i talked to 7 ppl over phone last night who kept transferring me. i really want to raise my bid and win these items but i cannot.'
'Pos','@AskeBay Ok. Thanks :)'
'Neg','@AskeBay I''m on iOS. The problem started a few days ago.'
'Neg','@AskeBay I''m a new seller and have a egg timer next to a sold item rather than the £ sign. What does this mean? Thanks'
'Neg','@AskeBay would really appreciate your urgent help/attention'
'Neg','@AskeBay @eBay @eBay_UK @eBayelectronics @eBay_Fashion @eBayMotors eBay answer the phone been on hold for 1 hour 40 so far'
'Neutral','@AskeBay It came today, absolutely made up. Now I just need to try it out! :)'
'Neg','@AskeBay I need to email you regarding an issue but I can''t find a way to do this. I''ve looked through the relevant pages on your website :('
'Neutral','@AskeBay need more than 140 characters, email?'
'Neg','@AskeBay same issue as before that''s still not resolved 1 month later...'
'Pos','@AskeBay Thank for helping me out guys, problem solved. #happycustomer'
'Neutral','@AskeBay hi I have listed 3 items separately but am getting enquiries to buy all 3 as a set - can I cancel and then list as 1 item ? Thanks'
'Neg','@AskeBay its saying im suspended,  xx'
'Neg','@AskeBay thanks for coming back as far as I am concerned I listed my item in good faith I have probably lost twenty pounds exc fees 1/2'
'Neg','@AskeBay I absolutely hate the new app. Look at the feedback its getting on Google play. Sad.'
'Neutral','@AskeBay I got a new question. I closed my old account and opened a new one why is there a restriction?'
'Neg','@AskeBay  ebay I really need an answer to this'
'Neg','@AskeBay Feedback I got for item 281419454883 violates feedback policy -- it complains about listing''s STRUCTURED DETAILS, plus it''s a lie!'
'Neutral','@AskeBay ok so is my image size 1600-1200 within guidelines'
'Pos','@AskeBay ok thx guys! Such a great team!'
'Neg','@AskeBay the old notification center was much better. Find similar items was helpful and it''s slower loading. Look forward 2 th back date :)'
'Neutral','@AskeBay Yes, I want to increase my selling allowances. My ID is 149111512125'
'Neg','I''m pretty sure @eBay needs to ban this seller. @AskeBay http://t.co/Cpi7nUc5GF'
'Neutral','@AskeBay Just sent you guys an e-mail.'
'Pos','@AskeBay Okay thank you, all is well now with the app'
'Neg','Passed to the 4th support person @eBay @AskeBay @ebayinc.  You would think in 20 years they would understand what we do.  #need_clarity'
'Neg','@eBay @AskeBay @ebayinc 84 minutes holding, transferring.  Bless their hearts, they are trying.'
'Neutral','@eBay @AskeBay @ebayinc This must be a test.  Two more transfers.'
'Neutral','@eBay @AskeBay @ebayinc Speaking w/nice person named Vanessa in seller support . Cross your fingers.  Have been ebay''s customer for 20 yrs.'
'Neutral','@AskeBay Sunday night'
'Neg','@AskeBay invalid password'
'Neg','@AskeBay sorry, invalid user Id or password'
'Neg','Hello @AskeBay I need to appeal a bad decision made on a case can I have your email please'
'Pos','@AskeBay sorted 👍'
'Neutral','@AskeBay Thanks, al make a report at my earliest convenience'
'Neg','@AskeBay 271607117579 He is selling software but placed it in a shoe selling categorie.'
'Neutral','@AskeBay both'
'Neg','@AskeBay it doesn''t give me the option sorry.. How do I find it'
'Neg','@AskeBay there are several international sellers that appears to be fraudulently pretending to see kids watch lots on ebay&amp;never sending...'
'Neutral','@AskeBay it also say ''and is now being processed through PayPal'''
'Neg','@AskeBay It is happening on a PC, and yes, still occurring.'
'Neg','@AskeBay hi. I''m in the uk. I''ve not been able to log in all week. Is there still an issue?'
'Neutral','@AskeBay resolved by resetting my password'
'Neg','@AskeBay PLEASE SOMEONE HELP US!!!!!!!!!'
'Neg','@AskeBay that will be frustrating and tedious but okay, thanks. Hopefully there can be a better setup in the future to help members.'
'Neg','@askebay I have a case open on an item, but its been stuck at “we need more time” for 2 weeks now. Is it possible to get an update?'
'Pos','@AskeBay Problem sorted thanks'
'Neg','@AskeBay please remove the defect asap, it''s affecting the views/placement of my listing and the iphone market prce is plummeting by the sec'
'Neutral','@AskeBay no via phone and I have'
'Neutral','@AskeBay best to address tweeter first so we don''t all have to read it. Just good practice.'
'Neg','@AskeBay @deejacksonMUA where is the add tracking number on your app. I have iphone the last update for the app was day your site was down!'
'Neg','@AskeBay happy to help the crooks is more like it because that is all that is left on ebay now'
'Pos','@AskeBay Thank you.'
'Neg','@AskeBay like you have helped all those americans who rely on ebay for a full time living and you go and kick them out thats heartless'
'Neutral','@AskeBay and more!  131298829965 and 321526358282'
'Neutral','@AskeBay They''re putting more up as you take them down.  131298830916 and 131298832890'
'Pos','@AskeBay all working now, thanks.'
'Pos','@AskeBay just managed to get in again... Hopefully it''s ok now. Thanks'
'Pos','@AskeBay sorted now thanks :)'
'Neg','@AskeBay still on hold...'
'Pos','@AskeBay I see it now. thanks!'
'Pos','@AskeBay I actually called the 866 number yesterday and solved it'
'Neg','@AskeBay an hour later and still on hold - @eBay'
'Neutral','@AskeBay Any idea when you''ll be updating your iPhone &amp; iPad apps for iOS 8? #ebay #ios8'
'Neutral','@AskeBay follow me so I can dm u it'
'Neutral','@askebay Thanks. http://t.co/Q3puR64OpJ. sometimes items are lstd as new, state manufacture refurb,with scratches.this one is ''new'' refurb'
